,codigo_refes,efector,anio,agrupacion,servicio,total,id_origen,nombre_establecimento,tipologia_sigla,tipologia_desc,categoria_desc,cuit_refes,origen_financimiento_desc,dependencia_desc,provincia_desc,departamento_desc,domicilio,codigo_postal,razon_social,especialidad,id_dependencia,id_provincia_indec,id_provincia_refes,id_localidad_bahra,id_tipologia,id_localidad_indec,id_departamento_indec,id_categoria_desc,id_barrio_indec,fecha_registro,estado_geo,latitud,longitud,pais,WKT
10,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,guardia,37603,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
11,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,hematologia,48,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
12,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,hemoterapia,368,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
13,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,infectologia,233,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
14,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,kinesiologia,1608,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
15,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,nefrologia,91,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
16,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,neumonologia,269,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
17,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,nutricion,1158,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
18,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,obstetricia,3666,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
19,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,odontologia,3496,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
20,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,oftalmologia,364,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
21,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,otorrinolaringologia,1531,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
22,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,pediatria,15941,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
23,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,psicologia,1976,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
24,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,psicologia_pediatrica,693,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
25,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,psiquiatria,1310,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
26,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,salud_mental,6,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
27,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,tocoginecologia,6367,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
28,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,trabajo_social,830,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
29,50020082218914,HOSPITAL CECILIA GRIERSON,2019,,traumatologia,7124,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
30,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,cardiologia,4578,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
31,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,cirugia,5,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
32,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,clinica_medica,3025,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
33,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,dermatologia,766,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
34,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,diabetologia,517,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
35,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,ecografia,1034,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
36,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,electrocardiografia,777,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
37,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,enfermeria,10640,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
38,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,fonoaudiologia,791,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
39,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,guardia,330,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
40,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,hematologia,49,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
41,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,hemoterapia,455,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
42,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,kinesiologia,1893,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
43,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,neurologia,86,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
44,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,nutricion,1020,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
45,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,obstetricia,3441,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
46,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,odontologia,3444,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
47,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,odontopediatria,293,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
48,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,oftalmologia,944,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
49,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,otorrinolaringologia,369,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
50,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,pediatria,7409,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
51,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,psicologia,2311,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
52,50020082218914,HOSPITAL CECILIA GRIERSON,2018,,psicologia_pediatrica,1039,134066,HOSPITAL CECILIA GRIERSON - CENTRO DE SALUD INTEGRAL,ESCIG,Establecimiento de salud con internación general,Alto riesgo con terapia intensiva,34999032089,Público,Municipal,CABA,COMUNA 8,Avenida General Fernández de la Cruz 4402,32,*sin dato*,*sin dato*,22,2,1,2008010003,10,9100000032,520,113,-1,2016-10-24,sin_confirmar,-34.67372,-58.45914,Argentina,POINT (-58.45914 -34.67372)
